#time nev avnev sigma he_nev he_avnev he_sigma
441258218.0000 81.0 77.10189 0.5150595 1.0 0.812318 0.8572897 
441863018.0000 77.0 79.890266 -0.250004 2.0 0.7294983 1.7764618 
442467818.0000 77.0 80.165733 -0.280655 0.0 0.6223798 0.0920371 
443072618.0000 80.0 79.10807 0.1747535 1.0 0.7384375 0.9570527 
443677418.0000 75.0 67.383766 0.9897611 0.0 0.7269284 -0.041643 
444282218.0000 84.0 75.620529 1.0208678 1.0 0.5960408 1.1719956 
444887018.0000 63.0 63.203945 0.0581971 0.0 0.5336483 0.2184518 
445491818.0000 63.0 62.486461 0.1489397 0.0 0.5450538 0.2014089 
446096618.0000 77.0 80.485076 -0.3161 1.0 0.8762741 0.7760879 
446701418.0000 56.0 76.698783 -2.400649 1.0 0.6165896 1.1387978 
447306218.0000 81.0 77.418388 0.4787018 0.0 0.6068969 0.1131381 
447911018.0000 76.0 79.222862 -0.288829 0.0 0.8544545 -0.187803 
448515818.0000 34.0 37.412132 -0.454783 3.0 0.3574343 3.2839305 
449120618.0000 29.0 29.482748 0.0339912 0.0 0.2525741 0.7614257 
449725418.0000 59.0 41.77502 2.6006557 0.0 0.3379478 0.5628528 
450330218.0000 94.0 72.67807 2.4641099 0.0 0.7289165 -0.044052 
450935018.0000 114.0 84.825531 3.0743296 5.0 0.8102471 3.5437252 
451539818.0000 75.0 79.329086 -0.414545 2.0 0.6108212 1.9738786 
452144618.0000 83.0 80.523529 0.3481704 0.0 0.7083444 -0.018904 
452749418.0000 87.0 79.100654 0.9468313 0.0 0.8527975 -0.186003 
453354218.0000 65.0 57.078132 1.1104747 3.0 0.4365444 3.0700964 
453959018.0000 66.0 59.973369 0.8493255 0.0 0.5251182 0.2313677 
454563818.0000 73.0 66.568656 0.8555202 1.0 0.5557981 1.2395442 
455168618.0000 91.0 91.105293 0.0587941 1.0 0.92335 0.7189953 
455773418.0000 70.0 88.346191 -1.950254 0.0 0.727875 -0.04279 
