#time nev avnev sigma he_nev he_avnev he_sigma
460611818.0000 117.0 129.09402 -1.021388 9.0 9.2435207 0.1392097 
461216618.0000 99.0 128.91481 -2.684639 9.0 9.2146415 0.148819 
461821418.0000 103.0 150.95533 -4.082696 6.0 10.900578 -1.386524 
462426218.0000 160.0 181.60147 -1.585125 13.0 12.841724 0.2286763 
463031018.0000 275.0 249.2716 1.6437099 15.0 17.903467 -0.540869 
463635818.0000 263.0 220.28016 2.8347299 20.0 15.629119 1.2156455 
464240618.0000 135.0 168.08409 -2.588531 7.0 11.987601 -1.340462 
464845418.0000 114.0 140.30853 -2.236769 9.0 10.085527 -0.132546 
465450218.0000 123.0 131.99327 -0.73273 3.0 9.4089031 -2.147795 
466055018.0000 164.0 137.64521 2.233803 9.0 9.748147 -0.025549 
466659818.0000 227.0 176.82322 3.6597898 17.0 12.503523 1.3765389 
467264618.0000 244.0 206.27992 2.5959749 15.0 14.535111 0.2939316 
467869418.0000 213.0 218.82438 -0.350088 7.0 15.781437 -2.27699 
468474218.0000 181.0 190.61735 -0.653565 7.0 13.373105 -1.701851 
469079018.0000 258.0 196.79458 4.2057719 16.0 14.121028 0.6599366 
469683818.0000 246.0 151.19549 7.1091613 16.0 10.856803 1.6367481 
470288618.0000 202.0 144.63229 4.547986 17.0 10.34291 2.0704011 
470893418.0000 183.0 175.83393 0.5864843 22.0 12.669982 2.5288918 
471498218.0000 185.0 192.20739 -0.474558 15.0 13.635322 0.5385707 
472103018.0000 235.0 256.56564 -1.323234 12.0 18.386138 -1.416229 
472707818.0000 215.0 260.63793 -2.872407 11.0 18.799614 -1.773287 
473312618.0000 184.0 211.4224 -1.881375 13.0 15.205392 -0.401964 
473917418.0000 158.0 137.53482 1.7588174 2.0 9.9701452 -2.765936 
474522218.0000 100.0 122.43864 -2.031225 9.0 9.0193376 0.2143435 
475127018.0000 209.0 159.75474 3.7667405 18.0 11.692368 1.8786641 
475731818.0000 223.0 184.25407 2.8086614 17.0 13.119623 1.1940366 
476336618.0000 235.0 211.27101 1.6477567 21.0 14.875143 1.6500136 
476941418.0000 274.0 259.23266 0.9494112 20.0 18.749465 0.4363467 
477546218.0000 255.0 216.48069 2.5887756 21.0 15.228857 1.552613 
478151018.0000 176.0 180.44061 -0.281973 15.0 13.078252 0.6955422 
478755818.0000 104.0 129.82307 -2.286177 5.0 9.4043483 -1.320998 
479360618.0000 100.0 122.74089 -2.057676 9.0 8.806859 0.2867232 
479965418.0000 127.0 149.05053 -1.796498 4.0 10.720989 -2.092118 
480570218.0000 184.0 180.05354 0.3423979 14.0 12.684156 0.5444741 
481175018.0000 232.0 236.90631 -0.276303 31.0 16.68695 3.2616236 
481779818.0000 256.0 243.57417 0.8316376 18.0 17.235536 0.34088 
482384618.0000 148.0 180.09291 -2.415778 11.0 12.685374 -0.290169 
482989418.0000 145.0 149.8246 -0.341335 2.0 10.821144 -2.987689 
483594218.0000 83.0 121.62339 -3.650134 5.0 8.7283496 -1.111343 
484199018.0000 89.0 125.5587 -3.37835 3.0 9.0629625 -2.047551 
484803818.0000 151.0 138.13658 1.1333481 20.0 9.9871454 2.9547867 
485408618.0000 209.0 184.5272 1.8111121 10.0 13.050233 -0.682715 
486013418.0000 198.0 237.98313 -2.624434 9.0 17.222244 -1.990453 
486618218.0000 187.0 205.45762 -1.259955 7.0 14.446572 -1.965699 
487223018.0000 225.0 167.65353 4.2540187 10.0 11.996193 -0.39173 
487827818.0000 149.0 125.14878 2.1257906 12.0 8.6318559 1.2866954 
488432618.0000 105.0 114.93246 -0.876521 4.0 8.6587266 -1.493691 
489037418.0000 104.0 131.56338 -2.43311 2.0 9.5183897 -2.643559 
489642218.0000 92.0 138.12469 -4.116943 3.0 9.8504819 -2.272485 
490247018.0000 166.0 222.06158 -3.891186 7.0 15.701692 -2.258871 
490851818.0000 101.0 171.14788 -5.751113 4.0 11.936398 -2.411419 
491456618.0000 149.0 186.36354 -2.784947 12.0 13.100894 -0.120466 
492061418.0000 96.0 123.47009 -2.50909 4.0 8.9286584 -1.576817 
492666218.0000 86.0 127.74558 -3.862329 3.0 9.1814756 -2.082157 
493271018.0000 70.0 128.65408 -5.595873 1.0 9.2642278 -3.098481 
493875818.0000 96.0 154.6965 -5.016668 3.0 11.174258 -2.626803 
494480618.0000 130.0 189.10897 -4.503767 1.0 13.362227 -4.079168 
495085418.0000 150.0 242.80958 -6.363932 3.0 17.489805 -4.03788 
495690218.0000 129.0 214.99308 -6.287901 4.0 15.246921 -3.190176 
496295018.0000 118.0 168.90831 -4.086863 4.0 12.020211 -2.432677 
496899818.0000 273.0 276.40612 -0.16506 17.0 20.113426 -0.55781 
497504618.0000 104.0 110.29663 -0.540856 3.0 7.894556 -1.690146 
498109418.0000 115.0 119.01487 -0.308424 8.0 8.4405756 0.0785133 
498714218.0000 103.0 131.61781 -2.531872 4.0 9.3248195 -1.695976 
499319018.0000 122.0 153.21711 -2.558325 5.0 10.861149 -1.742018 
499923818.0000 84.0 165.94848 -6.973823 4.0 12.090683 -2.450481 
500528618.0000 93.0 141.78385 -4.310742 1.0 9.9795188 -3.285624 
501133418.0000 149.0 167.60693 -1.411878 7.0 11.922163 -1.322744 
501738218.0000 136.0 148.81201 -1.009826 8.0 10.687549 -0.640533 
502343018.0000 151.0 148.95033 0.2219483 14.0 10.678513 1.157142 
502947818.0000 168.0 175.93013 -0.551527 13.0 12.678766 0.2749266 
503552618.0000 137.0 142.45419 -0.403466 4.0 10.096895 -1.919316 
504157418.0000 233.0 231.27348 0.157121 13.0 16.61392 -0.74725 
504762218.0000 135.0 175.25335 -3.115601 15.0 12.492674 0.8655149 
505367018.0000 191.0 170.72291 1.5719491 27.0 12.07306 3.8390121 
505971818.0000 189.0 148.62498 3.2275948 29.0 10.67101 4.7683258 
506576618.0000 179.0 128.42076 4.263278 23.0 9.2633504 3.9551663 
507181418.0000 153.0 129.77261 2.0380051 16.0 9.3814926 2.1460182 
507786218.0000 176.0 174.01062 0.2008788 18.0 12.510733 1.6238924 
508391018.0000 211.0 200.34214 0.7928276 19.0 14.147944 1.3870773 
508995818.0000 252.0 249.85481 0.1775808 6.0 18.076637 -3.093307 
509600618.0000 240.0 191.4033 3.4228735 20.0 13.469111 1.8198307 
510205418.0000 211.0 156.11235 4.216021 12.0 11.306349 0.3981873 
510810218.0000 202.0 125.32245 6.3369722 26.0 9.0880279 4.7244763 
511415018.0000 331.0 126.62728 15.12235 51.0 9.0877866 9.7259273 
512019818.0000 364.0 153.9765 14.404194 59.0 11.030715 10.214408 
512624618.0000 669.0 184.06283 27.543399 100.0 12.944259 15.419379 
513834218.0000 323.0 231.21934 5.7306709 30.0 16.423942 3.136249 
514439018.0000 212.0 173.09965 2.9029073 11.0 12.286403 -0.178251 
515043818.0000 194.0 148.13534 3.6459271 17.0 10.751303 1.9320179 
515648618.0000 230.0 126.46229 8.2997922 16.0 9.1182699 2.2426638 
516253418.0000 284.0 134.16557 11.283059 34.0 9.6995925 6.2022686 
516858218.0000 467.0 159.76452 19.719528 91.0 11.536502 14.831176 
517463018.0000 313.0 199.14988 7.480556 25.0 14.180414 2.7396936 
518067818.0000 287.0 242.77159 2.7990744 13.0 17.581598 -0.973443 
519277418.0000 192.0 168.18519 1.8448078 16.0 12.073369 1.25179 
519882218.0000 381.0 121.35298 18.817745 57.0 8.7552366 10.944553 
520487018.0000 134.0 81.882858 5.3332185 11.0 5.9075074 2.0949585 
521091818.0000 438.0 128.33946 21.39455 58.0 9.3073988 10.839279 
522301418.0000 495.0 227.41906 15.358902 62.0 16.134761 8.7806301 
522906218.0000 361.0 234.62236 7.6773262 31.0 16.735166 3.2483344 
523511018.0000 285.0 181.79222 7.1051478 50.0 12.832097 7.9750161 
524115818.0000 177.0 152.89634 1.9528356 13.0 11.085551 0.7497877 
524720618.0000 220.0 127.46437 7.4715032 26.0 9.1346931 4.7053403 
525325418.0000 231.0 126.87976 8.3307228 25.0 9.1342535 4.4757809 
525930218.0000 185.0 157.17128 2.2093389 16.0 11.338779 1.4808462 
526535018.0000 252.0 184.68756 4.735146 20.0 13.01874 1.9541053 
527139818.0000 464.0 175.91323 18.034273 71.0 12.780984 11.380341 
527744618.0000 444.0 209.90678 14.074804 41.0 14.814282 5.7037048 
528349418.0000 207.0 170.59297 2.7443912 12.0 12.084159 0.1670661 
528954218.0000 194.0 139.9676 4.3635325 11.0 9.9740047 0.5236209 
529559018.0000 178.0 130.64384 3.9776914 20.0 9.3229599 3.2020237 
530163818.0000 274.0 142.46577 9.8099899 28.0 10.179826 4.7378201 
530768618.0000 291.0 172.01911 8.289999 41.0 12.209548 6.5925712 
531373418.0000 325.0 207.33682 7.5794558 24.0 14.695041 2.371608 
531978218.0000 205.0 238.14823 -2.155873 8.0 17.113197 -2.263299 
532583018.0000 181.0 206.26637 -1.748941 14.0 14.575264 0.0243153 
533187818.0000 237.0 185.34861 3.6810107 52.0 13.264671 8.1575584 
533792618.0000 323.0 148.04718 12.455067 59.0 10.609206 10.399418 
534397418.0000 150.0 147.33512 0.2735051 7.0 10.597936 -0.949812 
535002218.0000 228.0 171.02195 4.1902871 19.0 12.234935 1.9542152 
535607018.0000 290.0 212.65893 5.0645265 38.0 15.312896 4.9974246 
536211818.0000 749.0 271.15878 23.827518 135.0 19.551048 17.134693 
536816618.0000 652.0 252.64759 20.949138 78.0 18.19437 10.465624 
537421418.0000 818.0 197.03378 32.998558 126.0 14.22773 18.145719 
538631018.0000 956.0 171.66122 40.0 159.0 12.522699 22.780386 
539235818.0000 876.0 264.56323 29.604877 120.0 18.986696 15.592551 
539840618.0000 574.0 216.3543 20.153942 49.0 15.495837 6.8873338 
540445418.0000 736.0 205.28985 28.632753 77.0 14.660923 11.537894 
541050218.0000 1102.0 238.4799 40.0 186.0 17.269289 23.456319 
541655018.0000 680.0 191.38382 27.363721 85.0 13.54926 13.111718 
542259818.0000 331.0 163.56578 11.521579 35.0 11.90215 5.5523142 
542864618.0000 49.0 32.065818 2.8761153 7.0 2.3500511 2.7537779 
545888618.0000 6118.0 448.23272 40.0 1379.0 31.918758 40.0 
546493418.0000 1032.0 275.58575 34.845993 182.0 19.633474 22.114675 
547098218.0000 916.0 212.04559 35.70396 249.0 15.421838 30.368539 
547703018.0000 610.0 216.77825 21.844665 139.0 15.701029 19.047994 
548307818.0000 156.0 43.613304 13.216013 44.0 3.1833879 12.384373 
548912618.0000 393.0 168.49763 14.758726 61.0 12.151198 10.072249 
549517418.0000 1277.0 125.54483 40.0 338.0 8.8321542 40.0 
550122218.0000 717.0 260.05529 23.277837 106.0 18.547306 14.040474 
550727018.0000 709.0 386.14645 14.722647 82.0 27.160678 8.5487928 
551331818.0000 613.0 177.20164 25.528522 103.0 12.713808 15.91939 
551936618.0000 48.0 22.957155 4.66328 8.0 1.6229199 3.8880002 
552541418.0000 334.0 125.83858 15.397924 52.0 9.1219482 9.8876047 
553146218.0000 522.0 228.55766 16.627494 62.0 16.613113 8.6249637 
553751018.0000 558.0 284.28533 14.356356 66.0 20.843956 7.9655571 
554355818.0000 772.0 439.10867 14.358657 76.0 31.795927 6.7272305 
554960618.0000 314.0 156.05535 11.142642 37.0 11.283112 6.1747818 
555565418.0000 124.0 49.900547 8.8773679 22.0 3.6201524 6.7273421 
556170218.0000 156.0 89.343063 6.4304094 19.0 6.5315733 4.1420874 
556775018.0000 66.0 62.497295 0.5219524 3.0 4.5252642 -0.417787 
557379818.0000 80.0 117.93248 -3.642404 3.0 8.5122346 -1.882924 
557984618.0000 165.0 200.37257 -2.52862 2.0 14.357148 -3.812095 
558589418.0000 98.0 109.57582 -1.060478 3.0 7.7947611 -1.65812 
559799018.0000 3.0 1.4846452 1.5241942 0.0 0.0109085 0.0 
560403818.0000 143.0 116.25225 2.451895 4.0 8.3807716 -1.406352 
561008618.0000 40.0 30.627014 1.7278935 8.0 2.1395297 3.3631379 
562218218.0000 176.0 133.15464 3.5898087 16.0 9.5087242 2.0999836 
562823018.0000 128.0 102.98379 2.4358255 12.0 7.3252139 1.7915407 
563427818.0000 217.0 119.39202 8.0567703 20.0 8.5474329 3.5071461 
564032618.0000 194.0 125.47614 5.710915 27.0 8.9728002 4.9992384 
564637418.0000 46.0 32.293857 2.3713388 10.0 2.3520271 3.9696679 
565242218.0000 419.0 180.20228 15.187747 60.0 12.891108 9.6183357 
565847018.0000 282.0 170.3993 7.8490991 24.0 12.219078 3.1286075 
566451818.0000 522.0 251.95706 14.878676 43.0 18.359502 5.0097527 
567056618.0000 448.0 250.16288 11.27852 48.0 18.213117 5.9002008 
567661418.0000 378.0 303.37799 4.1603651 22.0 21.632267 0.2211244 
568266218.0000 168.0 177.57374 -0.674222 13.0 12.804197 0.239292 
568871018.0000 204.0 425.42584 -10.0 18.0 52.891773 -5.442759 
569475818.0000 135.0 318.23178 -10.0 6.0 39.291725 -6.461694 
570080618.0000 192.0 293.35995 -6.275917 19.0 35.846794 -2.960729 
570685418.0000 154.0 235.40858 -5.617636 10.0 28.567539 -3.851553 
571290218.0000 137.0 226.91189 -6.396299 6.0 27.756734 -4.823157 
571895018.0000 264.0 418.07904 -8.041399 35.0 51.488399 -2.336917 
572499818.0000 228.0 369.24285 -7.877848 6.0 45.249877 -7.198089 
573104618.0000 191.0 411.7211 -10.0 7.0 51.500228 -7.658076 
573709418.0000 186.0 286.25924 -6.290288 9.0 34.623642 -5.032872 
574314218.0000 179.0 233.08448 -3.647695 13.0 28.765327 -3.143846 
574919018.0000 151.0 195.51115 -3.265936 12.0 23.838611 -2.518898 
575523818.0000 158.0 198.81469 -2.952741 20.0 24.043815 -0.706574 
576128618.0000 299.0 229.10572 4.4492125 22.0 27.598632 -0.970016 
576733418.0000 117.0 145.29286 -2.371497 15.0 17.605562 -0.471482 
577943018.0000 70.0 103.393 -3.416746 1.0 12.270095 -3.837148 
578547818.0000 158.0 251.24998 -6.270417 15.0 30.776439 -3.014327 
579152618.0000 137.0 206.69612 -5.11551 10.0 25.489288 -3.331565 
579757418.0000 116.0 199.56675 -6.368353 12.0 24.307235 -2.605805 
580362218.0000 136.0 218.68006 -5.962749 10.0 26.971303 -3.586494 
580967018.0000 91.0 201.43302 -10.0 10.0 24.45701 -3.148505 
581571818.0000 109.0 211.05691 -7.694446 10.0 25.070051 -3.257786 
582176618.0000 226.0 351.71865 -7.137383 15.0 42.598236 -4.751086 
582781418.0000 162.0 295.69259 -10.0 15.0 35.220497 -3.709253 
583386218.0000 146.0 238.93588 -6.4339 5.0 29.059577 -5.3282 
583991018.0000 161.0 192.23944 -2.268081 13.0 23.59412 -2.223681 
584595818.0000 281.0 351.91323 -3.881219 31.0 44.400528 -2.016876 
585200618.0000 269.0 425.2326 -8.076571 22.0 54.680637 -4.913996 
585805418.0000 308.0 605.88037 -10.0 10.0 79.244056 -10.0 
586410218.0000 248.0 328.44409 -4.601568 21.0 40.698104 -3.281145 
587015018.0000 297.0 381.33364 -4.457914 23.0 46.350555 -3.684502 
587619818.0000 165.0 256.77435 -6.08514 10.0 31.33098 -4.28967 
588224618.0000 149.0 198.32431 -3.613771 11.0 24.567726 -2.907536 
588829418.0000 142.0 183.83335 -3.162199 9.0 23.094547 -3.171134 
589434218.0000 156.0 232.02139 -5.260129 11.0 28.541427 -3.593842 
590039018.0000 129.0 217.28668 -6.432224 12.0 26.63548 -3.0226 
590643818.0000 178.0 323.6838 -10.0 19.0 38.689624 -3.384508 
591248618.0000 54.0 72.819213 -2.227275 5.0 8.7453603 -1.116745 
591853418.0000 174.0 179.4665 -0.359953 9.0 21.800128 -2.928722 
592458218.0000 225.0 249.69461 -1.546188 12.0 30.121027 -3.60583 
593063018.0000 149.0 188.95352 -2.967305 17.0 23.25284 -1.211683 
593667818.0000 150.0 194.7677 -3.292722 8.0 23.656099 -3.553063 
594272618.0000 125.0 200.43255 -5.675377 15.0 24.650287 -1.943072 
594877418.0000 177.0 208.1407 -2.167561 17.0 24.823007 -1.51716 
595482218.0000 152.0 206.39868 -3.923628 15.0 24.893543 -1.988672 
596087018.0000 218.0 293.48397 -4.576382 11.0 35.686924 -4.692176 
596691818.0000 189.0 311.34307 -7.440422 4.0 37.591644 -6.82545 
597296618.0000 148.0 269.40911 -8.041399 7.0 32.518276 -5.258524 
597901418.0000 117.0 250.49316 -10.0 7.0 30.678129 -4.985656 
598506218.0000 278.0 388.24777 -5.860138 34.0 49.96149 -2.292833 
599111018.0000 279.0 459.60086 -10.0 18.0 58.718612 -6.114526 
599715818.0000 445.0 573.35192 -5.551739 48.0 70.632133 -2.771733 
600320618.0000 363.0 520.77368 -7.283673 23.0 65.149246 -5.923554 
600925418.0000 327.0 412.18069 -4.319128 21.0 51.188613 -4.671942 
601530218.0000 262.0 303.39587 -2.394022 15.0 37.291542 -4.014388 
602135018.0000 181.0 250.09886 -4.551762 14.0 30.601785 -3.213067 
602739818.0000 107.0 163.38197 -4.651352 9.0 19.893859 -2.554746 
603344618.0000 127.0 228.54557 -7.286466 12.0 28.125173 -3.277376 
603949418.0000 147.0 289.01742 -10.0 12.0 35.364059 -4.408908 
604554218.0000 179.0 366.69659 -10.0 7.0 45.235878 -6.933834 
605159018.0000 189.0 389.29995 -10.0 14.0 48.423042 -5.705307 
605763818.0000 198.0 267.68066 -4.422829 17.0 32.46109 -2.84822 
606368618.0000 147.0 222.65145 -5.357245 24.0 27.29113 -0.511168 
606973418.0000 143.0 201.73468 -4.313329 15.0 24.4304 -1.901602 
607578218.0000 165.0 206.74794 -2.960974 19.0 25.010118 -1.1116 
608183018.0000 175.0 238.71655 -4.284268 14.0 28.824773 -2.918934 
608787818.0000 50.0 68.532249 -2.264869 5.0 8.3453216 -0.987864 
609997418.0000 83.0 149.98146 -5.914417 8.0 17.861949 -2.425046 
610602218.0000 212.0 245.834 -2.166107 26.0 30.206001 -0.657733 
611207018.0000 124.0 201.27075 -5.81275 8.0 24.819589 -3.758199 
611811818.0000 143.0 196.54309 -3.963832 9.0 23.934427 -3.32393 
612416618.0000 330.0 249.11294 4.9182925 49.0 30.887657 3.1042084 
613021418.0000 348.0 240.36073 6.5411653 39.0 28.849552 1.9059994 
613626218.0000 407.0 338.83392 3.6227049 47.0 39.382568 1.2782784 
614231018.0000 342.0 374.06549 -1.647124 32.0 45.285491 -1.975659 
614835818.0000 215.0 287.27182 -4.42196 22.0 34.450893 -2.144546 
615440618.0000 177.0 235.13691 -3.919116 21.0 28.647466 -1.364862 
616045418.0000 145.0 189.71319 -3.335978 17.0 23.390094 -1.238911 
616650218.0000 230.0 362.8421 -7.441891 22.0 46.186908 -3.8469 
617255018.0000 258.0 423.25076 -10.0 21.0 53.985164 -5.011993 
617859818.0000 364.0 547.22644 -10.0 27.0 69.7528 -5.748819 
618464618.0000 332.0 429.39349 -4.862341 35.0 53.946064 -2.655619 
619069418.0000 148.0 220.85365 -5.167189 14.0 26.866956 -2.581294 
619674218.0000 34.0 62.99504 -3.906967 2.0 7.5624494 -2.068272 
620279018.0000 128.0 186.96008 -4.52069 7.0 23.269357 -3.773963 
620883818.0000 150.0 162.18533 -0.915664 18.0 20.03099 -0.308606 
621488618.0000 110.0 190.76109 -6.299927 9.0 23.209447 -3.192239 
622093418.0000 126.0 224.43495 -7.116239 12.0 27.345968 -3.145196 
622698218.0000 158.0 279.24905 -7.862189 6.0 33.521686 -5.683737 
623907818.0000 132.0 206.12625 -5.478212 15.0 25.050869 -2.018012 
624512618.0000 133.0 237.3321 -7.339575 8.0 28.777509 -4.414996 
625117418.0000 109.0 197.51985 -6.831599 6.0 24.083019 -4.21772 
625722218.0000 89.0 195.90371 -10.0 5.0 23.747381 -4.474689 
626327018.0000 113.0 220.10696 -7.91652 4.0 27.138956 -5.353776 
626931818.0000 126.0 226.65458 -7.25174 5.0 27.157388 -5.034084 
627536618.0000 139.0 271.94674 -10.0 8.0 32.909023 -5.044507 
628141418.0000 180.0 340.4497 -10.0 14.0 41.653713 -4.838568 
628746218.0000 209.0 321.29238 -6.654039 21.0 38.527774 -2.965893 
629351018.0000 95.0 116.42729 -1.986455 11.0 14.332233 -0.728954 
629955818.0000 184.0 254.44613 -4.602132 40.0 31.58897 1.5470252 
630560618.0000 280.0 428.60559 -7.630885 45.0 55.676086 -1.385718 
631165418.0000 315.0 479.82998 -7.991573 56.0 60.810554 -0.537821 
631770218.0000 431.0 600.00128 -7.238644 84.0 73.964149 1.2165538 
632375018.0000 350.0 464.13607 -5.507283 63.0 57.979335 0.7355503 
632979818.0000 278.0 375.90924 -5.259531 32.0 45.562034 -2.014639 
633584618.0000 189.0 282.13394 -5.857017 33.0 33.964149 -0.05106 
634189418.0000 154.0 230.42572 -5.31122 19.0 28.213243 -1.704571 
634794218.0000 88.0 140.945 -4.730412 12.0 17.168775 -1.141963 
635399018.0000 125.0 241.68344 -8.209536 12.0 29.82711 -3.55833 
636003818.0000 185.0 256.42282 -4.650141 21.0 31.023586 -1.778997 
636608618.0000 228.0 382.51483 -10.0 48.0 47.518959 0.1659844 
637213418.0000 226.0 365.81109 -7.829838 28.0 44.877407 -2.59522 
637818218.0000 172.0 260.15313 -5.781641 21.0 31.634058 -1.882049 
638423018.0000 158.0 218.35253 -4.248653 19.0 26.629396 -1.417174 
639027818.0000 167.0 210.07128 -3.033926 20.0 25.228637 -0.938894 
639632618.0000 200.0 210.25991 -0.6668 23.0 25.428138 -0.353706 
640237418.0000 157.0 226.73338 -4.856194 10.0 27.491411 -3.673898 
