#time nev avnev sigma he_nev he_avnev he_sigma
357795818.0000 4082.0 4086.5058 -0.060066 1027.0 1070.7198 -1.324733 
358400618.0000 4722.0 4661.9218 0.887746 1240.0 1201.0387 1.1372898 
359005418.0000 4338.0 4265.5327 1.116612 1082.0 1109.9466 -0.822237 
359610218.0000 3179.0 3213.8891 -0.604745 841.0 858.71044 -0.583583 
360215018.0000 2251.0 2212.9904 0.8197864 612.0 599.01983 0.555515 
360819818.0000 1856.0 1899.895 -0.995565 562.0 520.09179 1.8423228 
361424618.0000 2418.0 2409.8515 0.1794633 675.0 650.94232 0.9630674 
362029418.0000 3178.0 3229.9941 -0.905544 847.0 855.98736 -0.284868 
362634218.0000 3865.0 3876.7465 -0.178037 985.0 1005.8311 -0.637966 
363239018.0000 2679.0 2609.3803 1.3698531 655.0 675.92517 -0.78319 
363843818.0000 4103.0 3966.1562 2.1710622 1055.0 1041.095 0.4505744 
364448618.0000 2888.0 2865.9914 0.4230047 804.0 766.38812 1.371482 
365053418.0000 2027.0 2025.099 0.057047 578.0 550.44073 1.1930658 
365658218.0000 2005.0 1975.4727 0.6776231 494.0 536.2243 -1.818701 
366263018.0000 2696.0 2689.374 0.1405623 738.0 726.49322 0.4504109 
366867818.0000 3791.0 3721.7534 1.1424512 1032.0 981.15765 1.6303859 
367472618.0000 4323.0 4296.2773 0.4174263 1112.0 1112.8802 -0.0064 
368077418.0000 4208.0 4064.1611 2.2535016 1164.0 1057.7889 3.233102 
368682218.0000 3217.0 3169.4819 0.8537363 803.0 838.29303 -1.204356 
369287018.0000 2374.0 2382.2097 -0.154627 635.0 647.85107 -0.480236 
369891818.0000 2098.0 2082.1284 0.3619669 568.0 571.47064 -0.117394 
370496618.0000 214.0 222.29724 -0.514818 56.0 59.920589 -0.424409 
371101418.0000 3136.0 3144.5107 -0.139941 794.0 841.06994 -1.615161 
371706218.0000 4030.0 3876.2619 2.4638335 949.0 1014.0778 -2.044731 
372311018.0000 4415.0 4446.2382 -0.459012 1144.0 1150.2705 -0.165367 
372915818.0000 3846.0 3874.4064 -0.446195 961.0 1017.4479 -1.765174 
373520618.0000 3244.0 3253.0859 -0.147678 909.0 869.12262 1.3648196 
374125418.0000 2427.0 2410.4548 0.350161 652.0 656.04705 -0.132094 
374730218.0000 2224.0 2204.2641 0.4339002 581.0 600.4002 -0.768602 
375335018.0000 2664.0 2737.8754 -1.405443 745.0 740.57305 0.1869668 
375939818.0000 3530.0 3479.5412 0.8646113 923.0 926.29595 -0.086432 
376544618.0000 4134.0 4132.0918 0.0400528 1023.0 1072.8366 -1.512914 
377149418.0000 4566.0 4485.0883 1.2144632 1195.0 1165.2052 0.8885549 
377754218.0000 3219.0 3243.5827 -0.420451 863.0 860.54327 0.1064129 
378359018.0000 2578.0 2618.184 -0.774265 662.0 708.47674 -1.740204 
378963818.0000 1857.0 1881.7535 -0.55646 490.0 512.89758 -0.988893 
379568618.0000 1998.0 2043.2835 -0.990678 510.0 556.64947 -1.976871 
380173418.0000 2985.0 2982.9489 0.0497547 771.0 799.77868 -0.999993 
380778218.0000 4036.0 4151.0581 -1.783734 1047.0 1086.2985 -1.179201 
381383018.0000 4760.0 4743.396 0.2506163 1201.0 1223.5733 -0.628168 
381987818.0000 4356.0 4299.771 0.8657796 1088.0 1117.3858 -0.862896 
382592618.0000 3318.0 3307.8527 0.187921 905.0 877.82672 0.9347737 
383197418.0000 2286.0 2223.2194 1.3393076 585.0 602.19335 -0.676616 
383802218.0000 1840.0 1823.2684 0.4068168 470.0 500.23721 -1.335553 
384407018.0000 1128.0 1124.3685 0.1281051 305.0 301.66387 0.229981 
385011818.0000 3514.0 3399.478 1.964635 924.0 902.40893 0.7379417 
385616618.0000 4436.0 4489.642 -0.792186 1170.0 1161.8107 0.259494 
386221418.0000 4697.0 4815.6069 -1.706578 1270.0 1241.8646 0.8141976 
386826218.0000 4137.0 4024.7885 1.7710462 1046.0 1057.0427 -0.319676 
387431018.0000 2586.0 2528.675 1.1488847 651.0 674.38952 -0.880018 
388035818.0000 1987.0 1947.555 0.9058375 533.0 530.2453 0.1484313 
388640618.0000 1914.0 1900.2522 0.3302582 578.0 518.44891 2.5959336 
389245418.0000 2491.0 2659.1157 -3.282282 736.0 716.55188 0.7479891 
389850218.0000 4030.0 3922.8059 1.7143359 1018.0 1032.304 -0.425402 
390455018.0000 980.0 999.52911 -0.598531 245.0 258.03683 -0.776439 
391059818.0000 4504.0 4447.4751 0.8557569 1137.0 1153.4049 -0.464481 
391664618.0000 3569.0 3561.8342 0.1311922 933.0 947.05523 -0.4361 
392269418.0000 2625.0 2578.1877 0.932229 698.0 701.7611 -0.116901 
392874218.0000 2065.0 1994.3216 1.5882291 526.0 547.84063 -0.910607 
393479018.0000 1966.0 2022.8225 -1.254439 505.0 543.49432 -1.642076 
394083818.0000 3137.0 3139.5705 -0.033981 765.0 838.32775 -2.547261 
394688618.0000 3911.0 3961.259 -0.789607 1015.0 1034.2763 -0.580419 
395293418.0000 4428.0 4353.0761 1.142412 1159.0 1122.4774 1.1039959 
395898218.0000 4035.0 4142.646 -1.669356 1109.0 1082.7115 0.8158488 
396503018.0000 3004.0 2935.3354 1.2747014 794.0 780.81304 0.494344 
397107818.0000 2104.0 2019.8167 1.8750048 525.0 548.6137 -0.986702 
397712618.0000 1945.0 1902.6572 0.98235 505.0 519.58422 -0.613358 
398317418.0000 2243.0 2240.1577 0.0741198 636.0 603.38708 1.3427003 
398922218.0000 3088.0 3185.8352 -1.730408 881.0 832.94128 1.6722767 
399527018.0000 3948.0 4009.9392 -0.97009 1068.0 1037.3258 0.9682786 
400131818.0000 4164.0 4145.1079 0.3035545 1090.0 1075.5263 0.4605984 
400736618.0000 3421.0 3429.9257 -0.14108 915.0 914.27374 0.0460569 
401341418.0000 2610.0 2615.8085 -0.100568 711.0 707.68139 0.1496758 
401946218.0000 2157.0 2164.3054 -0.142777 585.0 594.58544 -0.366696 
402551018.0000 2410.0 2427.0327 -0.332583 659.0 660.93005 -0.049159 
403155818.0000 3131.0 3190.7983 -1.050083 815.0 856.2398 -1.397786 
403760618.0000 2261.0 2269.6655 -0.167998 595.0 600.4038 -0.193589 
404365418.0000 3326.0 3294.9245 0.5521049 870.0 856.24865 0.4913685 
404970218.0000 3767.0 3818.5178 -0.824756 1028.0 999.60534 0.9148058 
405575018.0000 2915.0 2970.0603 -1.001159 807.0 789.50579 0.6439051 
406179818.0000 2787.0 2688.0376 1.9099522 746.0 726.81073 0.7332248 
406784618.0000 2408.0 2326.3154 1.6974935 618.0 633.90173 -0.607583 
407389418.0000 2618.0 2663.2612 -0.866558 701.0 720.13147 -0.691077 
407994218.0000 5302.0 5396.4897 -1.280918 1414.0 1432.1358 -0.462567 
408599018.0000 7013.0 7011.3818 0.0272854 1838.0 1818.1184 0.481013 
409203818.0000 5260.0 5437.7841 -2.415105 1398.0 1400.7764 -0.056387 
409808618.0000 3026.0 3065.7124 -0.706703 787.0 800.43341 -0.452473 
410413418.0000 2289.0 2272.5407 0.3588035 578.0 600.88702 -0.912188 
411018218.0000 1696.0 1670.7012 0.633628 415.0 451.15399 -1.693509 
411623018.0000 1786.0 1798.096 -0.269826 480.0 484.93496 -0.19412 
412227818.0000 1100.0 1111.4515 -0.324029 308.0 297.96246 0.616518 
413437418.0000 3296.0 3328.7324 -0.556678 862.0 860.31378 0.0801849 
414042218.0000 3706.0 3652.747 0.8899749 958.0 944.83856 0.4487901 
414647018.0000 2737.0 2753.2834 -0.297907 705.0 723.23065 -0.655803 
415251818.0000 3270.0 3288.5771 -0.312609 867.0 881.6394 -0.471847 
415856618.0000 1538.0 1594.4224 -1.404614 409.0 431.82455 -1.075676 
416461418.0000 1494.0 1449.3659 1.1838191 372.0 387.62231 -0.764645 
417066218.0000 3198.0 3172.9753 0.4554845 795.0 842.52929 -1.629864 
417671018.0000 4107.0 4103.3115 0.0679776 1074.0 1067.5681 0.217023 
418275818.0000 3163.0 3250.0212 -1.521551 809.0 840.79132 -1.08016 
418880618.0000 3265.0 3283.7238 -0.315404 828.0 855.33978 -0.916853 
419485418.0000 2522.0 2517.447 0.1039958 668.0 663.20867 0.2116578 
420090218.0000 2002.0 2017.7965 -0.337244 485.0 545.71044 -2.619897 
420695018.0000 1901.0 1899.0046 0.0610735 532.0 519.06695 0.594376 
421299818.0000 2552.0 2585.924 -0.655422 740.0 693.53277 1.7701295 
421904618.0000 3843.0 3732.821 1.8054062 944.0 986.14129 -1.330188 
422509418.0000 4814.0 4623.3095 2.7952137 1171.0 1194.5913 -0.665427 
423114218.0000 5319.0 5283.5781 0.4959216 1468.0 1358.4824 2.9504132 
423719018.0000 5508.0 5404.7495 1.4090261 1483.0 1399.892 2.2173042 
424323818.0000 4663.0 4557.3969 1.5681151 1222.0 1187.7624 1.0078983 
424928618.0000 2606.0 2595.8171 0.2128007 717.0 692.39709 0.9546144 
425533418.0000 2718.0 2611.2204 2.0885062 695.0 692.82641 0.1078384 
426138218.0000 2896.0 2913.1191 -0.305117 761.0 778.1267 -0.592192 
426743018.0000 3883.0 3874.5231 0.1468383 1031.0 1012.9811 0.5853148 
427347818.0000 4207.0 4182.2519 0.3925933 1065.0 1079.3219 -0.416537 
427952618.0000 3075.0 2984.0241 1.6691666 782.0 775.93347 0.2413792 
428557418.0000 2532.0 2566.7207 -0.673672 693.0 676.55688 0.6550815 
429162218.0000 1782.0 1751.3504 0.746111 474.0 468.91961 0.2648749 
429767018.0000 1689.0 1654.0804 0.8718953 418.0 447.23977 -1.365968 
430371818.0000 1352.0 1319.2453 0.9163278 319.0 353.23403 -1.815636 
430976618.0000 3349.0 3426.7282 -1.321424 926.0 899.86248 0.8891862 
431581418.0000 4021.0 4101.75 -1.254535 1095.0 1063.9234 0.968432 
432186218.0000 3832.0 3860.8425 -0.454015 990.0 998.03283 -0.233461 
432791018.0000 2998.0 3026.0283 -0.498157 801.0 789.78784 0.421648 
433395818.0000 2269.0 2218.8566 1.0745927 583.0 588.00244 -0.179031 
434000618.0000 1692.0 1685.8828 0.1651118 424.0 454.44265 -1.412549 
434605418.0000 1843.0 1856.6292 -0.30119 513.0 499.34033 0.6381231 
435210218.0000 2720.0 2781.883 -1.164948 750.0 743.68127 0.2557635 
435815018.0000 3707.0 3720.8061 -0.215535 926.0 971.69671 -1.455984 
436419818.0000 4146.0 4192.3798 -0.7073 1077.0 1082.9814 -0.161637 
437024618.0000 3452.0 3506.8203 -0.916847 932.0 908.65118 0.7932493 
437629418.0000 2739.0 2761.5056 -0.416136 734.0 724.47778 0.377675 
438234218.0000 2056.0 2014.2611 0.941581 573.0 538.1665 1.5139817 
438839018.0000 1753.0 1730.6897 0.5511043 456.0 467.93386 -0.523004 
439443818.0000 2191.0 2307.2002 -2.425815 639.0 628.0354 0.4627249 
440048618.0000 3140.0 3107.885 0.5870053 798.0 824.80609 -0.915067 
440653418.0000 3927.0 3959.8166 -0.511604 1075.0 1026.25 1.5304803 
441258218.0000 4416.0 4479.874 -0.946591 1103.0 1155.0461 -1.523242 
441863018.0000 3996.0 3982.5202 0.2240324 1017.0 1044.3244 -0.828478 
442467818.0000 3027.0 3059.0385 -0.568194 802.0 819.72192 -0.597799 
443072618.0000 2045.0 2025.9322 0.4377394 562.0 547.89801 0.6281751 
443677418.0000 1940.0 1952.9157 -0.277474 491.0 533.77911 -1.847651 
444282218.0000 2547.0 2657.1193 -2.138205 647.0 710.83795 -2.405937 
444887018.0000 3822.0 3844.4523 -0.351699 1009.0 1009.411 0.0080467 
445491818.0000 4593.0 4775.4531 -2.647574 1161.0 1230.2788 -1.9748 
446096618.0000 4402.0 4486.1362 -1.250116 1161.0 1159.0012 0.0782653 
446701418.0000 3490.0 3611.4387 -2.021054 929.0 952.31164 -0.736766 
447306218.0000 2451.0 2532.1032 -1.607095 658.0 680.68023 -0.848404 
447911018.0000 1952.0 1903.4095 1.124221 523.0 520.30175 0.1473695 
448515818.0000 2196.0 2226.5412 -0.634551 594.0 600.60815 -0.242847 
